,Título,Ubicación,Descripción,Servicios,Sueldo,Timestamp,Url
261,"G-333 IT Business Analyst, Financial Consolidation & Tax Reporting",Barcelona,"Join a forward-thinking company dedicated to advancing dermatology and making a meaningful impact on people's lives. As an IT Business Analyst in Financial Consolidation and Tax Reporting, you will play a crucial role in bridging business needs with technical solutions using Oracle EPM applications. This position offers the opportunity to work in a dynamic environment, engaging with diverse teams while contributing to innovative projects. With a focus on personal growth and collaboration, you will be empowered to take ownership and drive significant change in a company that values diversity and inclusion. Embrace this chance to shape your career while making a difference in the healthcare industry.","['Competitive compensation packageBonus structureExtended benefits packagePersonalized career pathHybrid work culture', ' Accounting Financial Reporting Oracle EPM Financial Consolidation & Close Cloud (FCCS) Tax Reporting Cloud (TRCS) Enterprise Data Management Cloud (EDMCS) Time Management Collaboration Influencing Skills', "" Bachelor's Degree in Finance or Accounting Relevant Certifications (e.g., CPA)"", ' Oracle EPM Applications Microsoft Office Suite']","EUR 30,000 - 50,000",2024-10-31 11:20:18.124935,https://jobleads.com/job/e4b36cff0620aa9ff3ae3edead7f7d4b1
262,Creatives Design Analyst,Barcelona,"An innovative firm in Barcelona is seeking a creative and motivated individual to join their team as a Creatives Design Analyst. This exciting full-time role involves designing and coding interactive mobile ads that will elevate clients' advertising campaigns. You'll have the opportunity to work in a vibrant environment filled with talented marketers from diverse backgrounds. With a focus on creativity and collaboration, this position promises to be both challenging and rewarding. If you're passionate about graphic design and eager to learn, this role offers a fantastic opportunity to grow your skills and make a real impact in the mobile advertising landscape.","['Free daily breakfastMeal vouchersFlexible working hoursCompany laptopGym membershipTeam building eventsFriendly work environment', ' Graphic Design HTML MRAID VAST Conversational English Motivation to Learn']","EUR 50,000 - 70,000",2024-10-31 11:20:18.981799,https://jobleads.com/job/e000b8cfa8ce4bdb667bd07d498af6c52
263,BUSINESS ANALYST (E-Commerce),Barcelona,"An innovative multinational company in the E-Commerce sector is seeking a talented Business Analyst to join their dynamic team in sunny Barcelona. This role offers the chance to work in a multicultural environment, where creativity and analytical skills are valued. You will be responsible for analyzing data to support business decisions and collaborating with diverse teams using Agile methodologies. With flexible working hours and a competitive salary plus bonus scheme, this opportunity promises personal and professional growth while keeping you at the forefront of industry trends. If you are passionate about software testing and eager to learn, this position is perfect for you.","['Competitive salaryBonus schemeFlexible working hoursMulticultural environmentAwesome corporate cultureModern offices in city centre', ' Analytical skills Creativity Problem-solving skills Teamwork Communication skills Fluency in English (B2 level) Knowledge of programming languages (JAVA) Agile methodology', "" Degree in Business Degree in Marketing Degree in Economics Master's degree (or MBA)"", ' Google Analytics Tableau']","EUR 30,000 - 50,000",2024-10-31 11:20:19.919578,https://jobleads.com/job/e9147a10a1f65dd1b156e4264ce156dd0
264,Business Applications & Processes Analyst,Barcelona,"Una innovadora universidad busca un/a Business Applications & Processes Analyst apasionado/a por transformar el sector educativo. En esta posición, serás clave en la documentación y análisis de procesos, gestionando proyectos y colaborando con diversos stakeholders. Se ofrece un entorno de trabajo flexible y la oportunidad de crecer profesionalmente a través de formación continua. Con un enfoque en la mejora de procesos y un fuerte compromiso con la excelencia, tendrás la oportunidad de marcar una diferencia significativa en la comunidad educativa. Si te entusiasma el cambio y la innovación, esta es tu oportunidad.","['Flexibilidad horaria40 días laborables de vacacionesDesarrollo profesionalParking para el personalJornada intensiva en julio', ' Análisis funcional Gestión de proyectos Documentación de procesos Habilidades interpersonales Modelado de procesos Conocimiento de CRM y LMS Resolución de problemas', ' Grado universitario en administración de empresas, economía, informática o ingeniería', ' Moodle Salesforce Sigma Docuware']","EUR 30,000 - 50,000",2024-10-31 11:20:20.651604,https://jobleads.com/job/e400d6d6dfd2ad756d0851e7daa252939
265,Entry-level Salesforce Technical Support Analyst (No previous IT support experience required!),Barcelona,"An exciting opportunity awaits as an Entry-level Salesforce Technical Support Analyst in a dynamic retail environment. This role offers a unique chance to kickstart your career in Salesforce, with comprehensive training provided. You will engage in problem-solving, user support, and system optimization while enjoying a hybrid work model that allows for flexibility. The company values proactive and motivated individuals eager to learn and grow within the Salesforce ecosystem. With competitive salary and fringe benefits, this position is ideal for those looking to make a significant impact in a respected business software platform.","['Company LaptopHealth InsuranceGym DiscountsAnnual Performance Reviews23 Holidays/YearRestaurant Tickets', ' Salesforce Administration Salesforce Development Technical Support Communication Skills Organizational Skills Teamwork Problem Solving', ' Salesforce Certification', ' Ticketing Tools']","EUR 30,000 - 50,000",2024-10-31 11:20:21.390703,https://jobleads.com/job/e71b8492080a33fa0366741b037e5a8b9
266,"IT Business Analyst, Financial Consolidation & Tax Reporting - [IKZ922]",Barcelona,"Join a forward-thinking company as an IT Business Analyst in Barcelona, where your expertise in financial consolidation and tax reporting will drive impactful solutions. In this dynamic role, you will connect business needs with technical capabilities, working closely with finance leaders and IT teams to enhance operational processes. Embrace the opportunity to thrive in a hybrid work culture that values diversity and personal growth. Contribute to a meaningful mission in dermatology while enjoying a competitive compensation package and a supportive work environment that empowers you to excel in your career.","['Competitive compensation packageBonus structureExtended benefit packageDiversity & inclusion initiativesPersonalized career pathEmpowerment from day one', ' Accounting Financial Reporting Oracle EPM Financial Consolidation & Close Cloud (FCCS) Tax Reporting Cloud (TRCS) Enterprise Data Management Cloud (EDMCS) Time Management Collaboration Influencing Skills Adaptability', "" Bachelor's Degree in Finance or Accounting Master's Degree in Finance"", ' Oracle EPM Microsoft Excel Project Management Tools']","EUR 30,000 - 50,000",2024-10-31 11:20:22.077334,https://jobleads.com/job/e9cbb92822904e9d03efe3da31fbab8e6
267,"Snr. Specialist, IT Business Analyst - Regulatory Affairs",Barcelona,Sin descripción,[],"EUR 30,000 - 50,000",2024-10-31 11:20:22.849656,https://jobleads.com/job/e0c89c460a80e3395278a666c714be69d
268,"Assoc. Director, Business Analyst, Global Clinical Operations",Barcelona,Sin descripción,[],"EUR 30,000 - 50,000",2024-10-31 11:20:23.599373,https://jobleads.com/job/ec4c88cec8cbe23872b4c6308c9cd5cd5
269,"Assoc. Director, Business Analyst, Technical Research & Development (TRD)",Barcelona,Sin descripción,[],"EUR 90,000 - 110,000",2024-10-31 11:20:24.416095,https://jobleads.com/job/ec8ec9fa50ddc46e7b3a9c7901b52cb13
270,Senior Data Analyst - Digital Data - TL716,Barcelona,Sin descripción,[],"EUR 50,000 - 70,000",2024-10-31 11:20:25.036815,https://jobleads.com/job/ec400cf03905b234766297f8502179588
271,[IU226] | Digital Analyst,Barcelona,"An innovative firm is seeking a Digital Analyst to enhance their analytical capabilities. In this role, you will develop and maintain dashboards, optimize campaign measurements, and ensure accurate channel attribution. You will work with various analytical tools to track performance and propose improvements. Your contributions will play a crucial role in driving data-driven decisions within a welcoming and inclusive environment. This position offers flexibility with a hybrid work model and numerous employee perks, making it an exciting opportunity for those passionate about digital analytics and seeking to make a significant impact in a dynamic industry.","['Permanent contractFlex scheduleGift AIRE experience on your birthday30% discount on all servicesEmployee discount for private health insuranceWelcoming and inclusive working environment', ' Google Analytics 4 (GA4) Google Tag Manager Crazy Egg SEMrush LookerStudio Tableau PowerBI Python IFTTT', ' Academic background in digital analytics Professional experience in dashboard creation', ' Hotjar Mouseflow Search Console Supermetrics']","EUR 30,000 - 50,000",2024-10-31 11:20:26.097984,https://jobleads.com/job/ede610c480b42d838207d970a615d4c6d
272,Data Analyst in ML team,Barcelona,"An innovative firm is seeking a talented Data Analyst to join their dynamic ML Vector team in Barcelona. This role offers a unique opportunity to analyze complex data sets, generate actionable insights, and collaborate with a diverse team of professionals. You will be responsible for enhancing data infrastructure, performing statistical analysis, and validating machine learning models. If you are passionate about making an impact in the mobile app industry and enjoy tackling exciting challenges, this position is perfect for you. Join a company that values continuous learning and growth while enjoying the journey of creating successful mobile app businesses.","[' Data Analysis Python (Pandas, Numpy) SQL Machine Learning Concepts A/B Testing Statistical Analysis Data Cleaning Communication Skills', "" Bachelor's Degree in Data Science or related field"", ' PySpark Databricks Snowflake']","EUR 50,000 - 70,000",2024-10-31 11:20:26.776144,https://jobleads.com/job/eba5dfbd8217b76b7ee4dffa0e3d08c18
273,WFM - Senior Real Time Analyst (m/f/d),Barcelona,"An exciting opportunity awaits you at a prominent company in Barcelona! As a WFM Senior Real Time Analyst, you'll play a crucial role in monitoring and analyzing operational performance while ensuring service level agreements are met. This dynamic position offers the chance to work in a thriving environment, where your contributions will directly impact the team's success. You'll collaborate with a multicultural team, enjoy a modern workspace, and have access to numerous perks, including private health insurance and relocation assistance. If you're ready to take your career to the next level, this role is perfect for you!","['Relocation assistanceSign in bonus of 1.000€Private health insuranceDaily meal allowanceRegular fruit deliveriesFree drinksPartnerships with fitness centersComfortable leisure areasOpportunities for yoga and meditationFun floor with PlayStation and table tennis', ' Call Center Operations Customer Service Real Time Analysis Communication Skills Decision-making Skills', ' Bachelor’s degree or equivalent', ' Google Suite MS Office']","EUR 50,000 - 70,000",2024-10-31 11:20:27.515753,https://jobleads.com/job/e14eaab7233e18b0170504b1acb67f226
274,[SR545] - It Business Analyst – Clinical Development,Barcelona,"Join a forward-thinking company as an IT Business Analyst in Clinical Development, where you will play a crucial role in bridging IT and clinical research. This position offers the opportunity to work on innovative projects that impact clinical trial processes and enhance technology solutions. You will collaborate with diverse teams, ensuring that the systems in place support the clinical development needs effectively. With a commitment to personal growth and professional development, this role provides a unique chance to make a meaningful impact in the dermatology field while working in a vibrant location like Barcelona.","['Professional Development OpportunitiesExposure to Global ProjectsCollaborative Work Environment', ' IT Business Analysis Clinical Development Knowledge Requirements Gathering Electronic Data Capture (EDC) Clinical Trial Management Systems (CTMS) Team Collaboration', "" Bachelor's Degree in IT or related field Experience in Clinical Research"", ' EDC Systems eTMF Systems CTMS Software']","EUR 30,000 - 50,000",2024-10-31 11:20:28.218961,https://jobleads.com/job/e847e53ff82ebf4707bfcabd41bca423d
275,"Assoc. Director, Business Analyst, Technical Research & Development (TRD)",Barcelona,"Una empresa innovadora busca un Director Asociado de Análisis de Negocios para transformar requisitos comerciales en soluciones IT efectivas. En este rol, serás un asesor clave, guiando la mejora de procesos globales y colaborando con líderes empresariales para ofrecer recomendaciones basadas en datos. Con más de 10 años de experiencia en la industria farmacéutica o IT, tu experiencia en análisis de procesos y sistemas de laboratorio será fundamental para asegurar que las soluciones sean seguras, escalables y flexibles. Si eres un pensador estratégico con habilidades en gestión de proyectos y un enfoque en la innovación digital, esta es tu oportunidad para marcar la diferencia.","['Plan de pensionesSeguro de vida y accidentesComidas o asignación en la oficinaHorarios flexibles', ' Análisis de procesos de negocio Arquitectura de sistemas Conocimiento de GXP Conocimiento de sistemas de laboratorio (LIMS) Gestión de proyectos Colaboración en equipos globales Resolución de conflictos Innovación digital', ' Título universitario en Informática Título universitario en Ciencias de la Computación Título universitario en Ciencias de la Vida', ' Sistemas LIMS Sistemas de cromatografía']","EUR 90,000 - 110,000",2024-10-31 11:20:28.858763,https://jobleads.com/job/e73a3ef4f9227b748eb3acfc04b8e5376
276,Senior Marketing Data Analyst,Barcelona,"Join a dynamic team as a Senior Marketing Data Analyst at a leading Chat Marketing platform. This role offers the opportunity to shape the marketing analytics domain from the ground up, collaborating closely with the Chief Marketing Officer. You will dive deep into user journeys, develop marketing data roadmaps, and drive data-driven decision-making across teams. With a commitment to your growth and well-being, this innovative firm provides a flexible work environment and a variety of perks tailored to your needs. If you're passionate about marketing analytics and ready to make an impact, this is the perfect opportunity for you.","['Professional development budgetFlexible benefits planHealth insuranceHybrid work format', ' Marketing Analytics SQL Python BI Tools Mathematical Statistics Hypothesis Testing Attention to Detail Analytical Skills', "" Bachelor's Degree in Marketing or related field Master's Degree (preferred)"", ' Data Visualization Tools Statistical Software']","EUR 30,000 - 50,000",2024-10-31 11:20:29.654708,https://jobleads.com/job/e2261fec442ef44dc196eba27c528b97f
277,Broadcom Market Analyst,Barcelona,"An established industry player is seeking a Broadcom Market Analyst to join their dynamic team in Barcelona. This exciting role offers the opportunity to maintain market intelligence and conduct in-depth research on industry trends and competitor behavior. You will collaborate closely with marketing, sales, and product development teams to inform strategic decision-making. The company's unique blend of start-up culture and multinational structure fosters an environment that values initiative and tenacity. If you're passionate about market analysis and thrive in a collaborative setting, this position could be your next big career move.","[' Data Analysis Market Research Analytical Skills Communication Skills Team Collaboration Statistical Methods', "" Master's Degree in Management or Finance"", ' Excel SPSS Tableau']","EUR 30,000 - 50,000",2024-10-31 11:20:30.323404,https://jobleads.com/job/e8d056e8d1fe05d1ceed55b8d8f85aaec
278,Ad Operations Analyst - Vas | (ETQ-065),Barcelona,"Join a forward-thinking company as a Programmatic Campaign Analyst, where you'll leverage your analytical expertise and Microsoft Excel skills to drive impactful mobile advertising strategies. In this full-time role based in vibrant Barcelona, you'll work closely with a dynamic team to optimize campaigns and enhance the Smadex platform. Your insights will directly influence revenue-generating decisions, making this position essential for the company's success. If you're passionate about data and eager to contribute to a leading ad-tech firm, this is the perfect opportunity to elevate your career in a fast-paced environment.","[' Microsoft Excel Data Analysis Communication Skills Analytic Methodologies Digital Programmatic Buying SQL Python R', "" Bachelor's Degree in Engineering Bachelor's Degree in Business Bachelor's Degree in Economics Bachelor's Degree in Marketing Master's Degree in Engineering Master's Degree in Business Master's Degree in Economics Master's Degree in Marketing"", ' Smadex Platform Data Analysis Tools']","EUR 30,000 - 50,000",2024-10-31 11:20:30.944825,https://jobleads.com/job/ebf100f6371fb90cb5ab177c004ea2e02
279,Legal Content Analyst (German & Polish-speaking),Barcelona,"Join a forward-thinking company as a Legal Content Analyst in Barcelona, where your expertise in law and fluency in multiple languages will be valued. This role offers the opportunity to work with a global team, analyzing and curating important IP case law data. You'll play a crucial part in enhancing data discoverability and ensuring high-quality records. With a commitment to innovation and a supportive work environment, this position promises not only professional growth but also a chance to contribute to meaningful projects that impact the world of intellectual property. Embrace the challenge and make a difference in a vibrant city!","['Private Health InsuranceLife & Disability insurance30 working days of vacationLanguage classes (Catalan, Spanish, English)Active volunteering communityTax-free benefits (Ticket Restaurant scheme)Modern culture environment', ' Fluency in English Fluency in German Fluency in Polish Knowledge of IP Law Analytical skills', ' Bachelor’s Degree in Law']","EUR 30,000 - 50,000",2024-10-31 11:20:31.710181,https://jobleads.com/job/e19408e3d384d05bfc217506a5d18898a
280,Senior QA Analyst,Barcelona,"Join an innovative gaming company as a Senior QA Analyst, where you'll take ownership of quality across exciting game projects. This role involves developing test strategies, mentoring junior team members, and ensuring the highest quality standards in mobile gaming. You'll work in a dynamic environment that values creativity and efficiency, contributing to the success of live-supported games. With a hybrid work model, you will enjoy the flexibility of working from home while also having access to state-of-the-art office facilities in Barcelona. If you're passionate about quality assurance in gaming and eager to make an impact, this opportunity is perfect for you.","['25 days annual leavePrivate medical insuranceMonthly meal allowanceFree language lessonsTraining budgetGym facilitiesOnsite physiotherapistOnsite hairdressersRelocation supportLatest IOS or Android device', ' QA Expertise Test Planning Communication Skills Project Management Mobile Gaming Knowledge JIRA & TestRail Coaching and Mentoring Live Ops Experience', ' ISTQB/ISEB Foundation Certification', ' JIRA TestRail Xcode Visual Studio Android SDK Unity Unreal GIT']","EUR 50,000 - 70,000",2024-10-31 11:20:32.421400,https://jobleads.com/job/ee14d2670ef0fea68a461f9328a7f11cd
281,Senior Marketing Data Analyst,Barcelona,Sin descripción,"['Professional Development BudgetFlexible Benefits PlanHealth InsurancePsychology SessionsNutrition ConsultationsTravel Assistance', ' Marketing Analytics SQL Python Business Intelligence Tools Mathematical Statistics Attention to Detail']","EUR 30,000 - 50,000",2024-10-31 11:20:33.011320,https://jobleads.com/job/ebe4777481c0726ee2b40f0585de382ca
282,Junior QA Analyst,Barcelona,Sin descripción,[],"EUR 30,000 - 50,000",2024-10-31 11:20:33.621157,https://jobleads.com/job/eb8c804b01e2b35fe39928e9203a6d6f8
283,Jr Finance Data Analyst- Based in Barcelona,Barcelona,Sin descripción,[],"EUR 30,000 - 50,000",2024-10-31 11:20:34.352738,https://jobleads.com/job/e103e1643331d0b03fb7ba83d36820263
284,Corporate Tax Compliance Senior Analyst,Esplugues de Llobregat,"Join a dynamic team as a Corporate Tax Compliance Senior Analyst, where you will play a vital role in ensuring tax compliance and reporting accuracy. This position offers the opportunity to work in a hybrid environment, balancing professional growth with personal well-being. You will be responsible for preparing tax returns, coordinating with local tax teams, and ensuring adherence to best practices. An established industry player offers a supportive culture with a focus on continuous improvement and innovation, making it an exciting opportunity for those passionate about tax compliance and eager to contribute to a world-class function.","['Competitive salaryComprehensive social benefitsPension planHealth insuranceFlexible remunerationRestaurant cardMobility planOngoing trainingDog-friendly campusRecreation activities', ' Corporate Tax Compliance Tax Research Attention to Detail Continuous Improvement Coordination Skills', ' CPA ACCA', ' SAP']","EUR 30,000 - 50,000",2024-10-31 11:20:35.014642,https://jobleads.com/job/e4cb416a71d2c1d7a1e7fa0f23c05a283
285,"Business Analyst H/F, hibrido (TAH22)",Barcelona,"Une entreprise dynamique recherche un Business Analyst passionné pour rejoindre son équipe en mode hybride. Dans ce rôle, vous serez au cœur de projets informatiques pour le secteur financier, principalement dans le domaine de l'assurance. Vous travaillerez en étroite collaboration avec des développeurs et des architectes, tout en adoptant une approche Agile pour résoudre des problèmes complexes. Avec des horaires flexibles et un environnement de travail stimulant, cette opportunité vous permettra de développer vos compétences et de contribuer à des projets significatifs. Si vous êtes prêt à relever des défis et à faire avancer votre carrière, cette position est faite pour vous.","[""Horaires de travail flexiblesPlan de carrière définiBudget de formationAccès à une plateforme de formation en ligneCoaching interneProgramme de volontariatActivités de renforcement de l'esprit d'équipeBureaux confortables en centre-villePrise en charge à 100% de votre pass Navigo"", "" Agile Jira Analyse business Tests d'Acceptation des Utilisateurs Créativité Esprit d'analyse Maîtrise de l'anglais (B2) Maîtrise du français (C1)"", ' Diplôme bac +5 en Business consulting Diplôme en Digital transformation']","EUR 50,000 - 70,000",2024-10-31 11:20:35.764432,https://jobleads.com/job/e4aea7019112c26667e61734a4ce40679
286,D-585 Lead Data Analyst,Barcelona,"Join a forward-thinking company as a Lead Data Analyst and help transform how sports data is captured and analyzed. In this role, you will leverage your expertise in SQL and Tableau to drive insights that fuel growth objectives across Sales, Marketing, and Product teams. You'll collaborate with various stakeholders, mentor team members, and contribute to a culture that values autonomy and professional development. This innovative firm is committed to creating an inclusive environment where every team member can thrive and make a lasting impact in the sports industry. If you're passionate about data and eager to grow, this opportunity is perfect for you.","['Flexible Vacation TimeCompany-wide HolidaysRemote Work OptionsEmployee Assistance ProgramMedical BenefitsRetirement Benefits', ' SQL Tableau Data Analysis Advanced Analytics Techniques Communication Skills']","EUR 50,000 - 70,000",2024-10-31 11:20:36.457166,https://jobleads.com/job/e29430c0a4f91263d516403ff28fff9ee
287,Business Analyst /Product Owner eCommerce - Barcelona - (Q-369),Barcelona,"Una empresa innovadora busca un Business Analyst/Product Owner apasionado por la tecnología y la sostenibilidad. En este rol, tendrás la oportunidad de unirte a una unidad de Cloud & Custom Applications, donde trabajarás junto a más de 1.700 profesionales en un ambiente inclusivo y diverso. La flexibilidad y el equilibrio entre la vida personal y profesional son fundamentales en esta compañía, que se enorgullece de su ética y compromiso con la diversidad. Si buscas un lugar donde tus habilidades sean valoradas y puedas contribuir al futuro que deseas, esta es la oportunidad perfecta para ti.","['Flexibilidad laboralBeneficios fiscalesProgramas de conciliaciónOportunidades de desarrollo profesional', ' Business Analysis Product Ownership Cloud Technologies Custom Applications', ' Licenciatura en Administración de Empresas Certificación en Análisis de Negocios', ' Herramientas de gestión de proyectos Software de análisis de datos']","EUR 30,000 - 50,000",2024-10-31 11:20:37.218676,https://jobleads.com/job/eefda8fb82a049068ead3d72b68d5b3b4
288,"Assoc. Director, Business Analyst, Global Clinical Supply - - EYF341",Barcelona,"An established industry player seeks a seasoned Business Analyst to enhance global business processes in a dynamic environment. This role involves engaging with leaders to deliver data-driven recommendations and ensure effective solutions are designed and implemented. With a focus on the pharmaceutical industry, you will utilize your extensive experience to influence and guide improvements across various services. If you are a self-starter with a knack for analytical thinking and a passion for driving efficiency, this opportunity is perfect for you. Join a team where your contributions will have a meaningful impact on global operations.","[' Business Analysis Data Analysis User Requirements Gathering Documentation Techniques Change Management Interpersonal Skills Analytical Skills Testing / Computer System Validation', ' University degree in Informatics or Computer Sciences Equivalent experience in business or similar', ' S4/HANA Kinaxis RapidResponse Prisym360 IRT systems']","EUR 30,000 - 50,000",2024-10-31 11:20:37.861479,https://jobleads.com/job/e04553f7014d0e128038fd5a83768ab8c
289,Y395 - External Scheduling & Distribution Analyst,Barcelona,"Una empresa consultora innovadora en Barcelona busca un Analista de Programación y Distribución Externa para el sector aeronáutico. Este rol crucial implica colaborar con el equipo de programación para asegurar la correcta publicación de horarios y gestionar la planificación de programas de vuelo. Se requiere un perfil analítico, con habilidades de comunicación y capacidad para trabajar bajo presión. Ofrecemos un entorno laboral híbrido, un contrato indefinido y beneficios como seguro médico privado y apoyo en el desarrollo profesional. ¡Únete a nosotros y forma parte de un equipo dinámico!","['Contrato indefinidoDesarrollo personal y profesionalSeguro médico privadoPago de exámenes de certificaciónPago parcial de cursos de IT/DataClima laboral excelente', ' Análisis de datos Comunicación efectiva Resolución de problemas Adaptabilidad', ' Grado en ingeniería Grado en economía', ' Microsoft Excel Microsoft PowerPoint Sistemas de distribución de vuelos']","EUR 50,000 - 70,000",2024-10-31 11:20:38.534150,https://jobleads.com/job/ec47fd73d864db271f91370d6d9e2e1c6
290,Salesforce Analyst (Sales IT Team) - [DWR594],Barcelona,"Join a dynamic global IT company as a Salesforce Analyst, where you will play a key role in enhancing sales processes and data management. This innovative firm is dedicated to developing its product for digital marketers and thrives in a fast-paced, collaborative environment. You will work closely with cross-departmental teams to implement and improve business capabilities, ensuring the highest quality of commercial data management. With a hybrid work format, unlimited PTO, and a focus on employee growth, this is an exciting opportunity to make a significant impact in a rapidly growing technology company.","['Unlimited PTOFlexible working hoursBreakfast, snacks, and coffeeCorporate eventsTraining and coursesHobby benefitGifts for employees', ' Salesforce Sales Cloud SalesLoft Hubspot LinkedIn Sales Navigator Declarative programming Data management Problem-solving skills Understanding of SaaS']","EUR 30,000 - 50,000",2024-10-31 11:20:39.249471,https://jobleads.com/job/e0ef3ffb4917532871069ef146367b18e
291,Seguimiento Producciones Origen - (D-177),Barcelona,"Una empresa innovadora busca un/a profesional para gestionar el seguimiento de producciones, coordinando inspecciones y colaborando con equipos de calidad. En este rol, tendrás la oportunidad de trabajar en un entorno dinámico, donde se valoran la flexibilidad y el desarrollo profesional. Con un horario adaptable y la posibilidad de teletrabajo, esta posición ofrece un equilibrio ideal entre la vida laboral y personal. Además, disfrutarás de descuentos en productos y un ambiente colaborativo que fomenta el aprendizaje y el crecimiento continuo. ¡Únete a un equipo diverso y apasionado por la moda!","['Horario flexiblePosibilidad de teletrabajoDescuento en productosServicio de comedorTransporte gratuitoRetribución flexible', ' Inglés alto Francés alto Excel experto Capacidad interpersonal', ' Formación en ADE Formación en Economía Formación en Derecho']","EUR 90,000 - 110,000",2024-10-31 11:20:39.952344,https://jobleads.com/job/e7af38387aa493f04f0c5106ad32c715b
292,"Senior Data Analyst, 100% En Remoto FE-126",Barcelona,"Una empresa global de TI busca un Analista de Datos Senior que impulse procesos funcionales y los lleve a cabo. En esta emocionante posición, serás responsable de desarrollar análisis avanzados, conectar investigaciones cualitativas y cuantitativas, y analizar el comportamiento del cliente para identificar oportunidades de mejora. Si tienes experiencia en la construcción de sistemas de datos y en la utilización de plataformas en la nube como GCP, esta es tu oportunidad para brillar y hacer una diferencia significativa en la retención de clientes y el crecimiento rentable. ¡Únete a un equipo innovador y contribuye al éxito de la empresa!","[' SQL Node.Js Python GCP Data Analysis Machine Learning Tableau PowerBI', "" Bachelor's Degree in Data Science or related field"", ' GCP Business Intelligence Tools']","EUR 50,000 - 70,000",2024-10-31 11:20:40.758435,https://jobleads.com/job/e6f784a7ac631f2d26888fc91e2a1c635
293,REC551 Corporate Planning & Control Analyst,Barcelona,"Join a forward-thinking global healthcare leader as a Corporate FP&A Analyst. In this pivotal role, you will leverage your analytical skills to enhance financial planning processes, support strategic decision-making, and provide actionable insights to senior management. You will lead budgeting and forecasting efforts, develop long-range financial plans, and collaborate with cross-functional teams to align financial objectives with business strategies. This position offers a unique opportunity to make a significant impact in an inclusive environment dedicated to improving healthcare for millions worldwide.","['Health InsuranceFlexible Working HoursProfessional Development OpportunitiesEmployee Discounts', ' Financial Analysis Budgeting Forecasting Data Analysis Process Improvement', "" Bachelor's Degree in Finance or related field Master's Degree in Finance or Business Administration"", ' Financial Reporting Software Excel']","EUR 50,000 - 70,000",2024-10-31 11:20:41.485776,https://jobleads.com/job/e4a117f460fee9551907ab68e5600129a
294,"(AZ987) - Speed Planning Analyst, AMXL EU Network Speed",Barcelona,"Join a forward-thinking company as a Speed Planning Analyst, where your analytical skills will be pivotal in enhancing operational efficiency. In this dynamic role, you'll collaborate with diverse teams to identify inefficiencies and implement data-driven solutions that shape the future of Amazon's service. Your insights will directly influence the optimization of processes for heavy items, ensuring a seamless customer experience. This is an exciting opportunity to work with a passionate team dedicated to innovation and excellence in logistics. If you thrive in a fast-paced environment and are eager to make a tangible impact, this position is perfect for you.","['Health Care PlansRetirement PlansEmployee DiscountsFlexible Work HoursProfessional DevelopmentPaid Time Off', ' Data Analysis Process Improvement Stakeholder Communication Project Management Analytical Tool Building SQL Data Visualization', ' Degree in Business Degree in Supply Chain Degree in Transportation Degree in Economics Degree in Technical Field', ' Microsoft Excel Tableau Power BI QuickSight']","EUR 30,000 - 50,000",2024-10-31 11:20:42.170825,https://jobleads.com/job/ee566a3ba84ac1057a089b8b640fc8a87
295,Procurement Analyst,Barcelona,"Un innovador y dinámico jugador en el sector de la moda busca un Procurement Analyst apasionado por el análisis y la gestión de compras. Esta emocionante posición implica trabajar en estrecha colaboración con diversos departamentos, liderar proyectos de licitación y garantizar la gestión eficiente de contratos. Con un enfoque en la sostenibilidad y un ambiente de trabajo inspirador, tendrás la oportunidad de contribuir a una empresa que se preocupa por su impacto en el mundo. Si tienes un fuerte compromiso y ganas de aprender, esta es la oportunidad perfecta para impulsar tu carrera en un entorno colaborativo y en constante evolución.","['Horario flexiblePosibilidad de teletrabajoDescuentos en productosServicio de comedorTransporte gratuitoDesarrollo profesional constanteServicio médico propioSala de fitness', ' Análisis de datos Gestión de contratos Negociación Planificación Trabajo en equipo', ' ADE Económicas Derecho Ingeniería', ' Herramientas de análisis Software de gestión de contratos']","EUR 50,000 - 70,000",2024-10-31 11:20:42.951518,https://jobleads.com/job/e95c63f482a133792ca1a33b6bb3af2dd
296,IT Business Analyst (Hybrid Working Model in Barcelona),Barcelona,"Una empresa líder en consultoría y servicios digitales busca un Analista de Negocios para unirse a su equipo en Barcelona. Esta posición híbrida ofrece la oportunidad de analizar y optimizar aplicaciones internas, colaborar con propietarios de productos y documentar cambios. Con un fuerte enfoque en el crecimiento profesional y la formación continua, tendrás acceso a certificaciones y un entorno de trabajo colaborativo. Si te apasiona la tecnología y deseas contribuir a soluciones innovadoras, esta es tu oportunidad para formar parte de un equipo que valora el aprendizaje y el desarrollo personal.","['23 días de vacaciones anualesSeguro de vida y accidentesPrograma de beneficios flexiblesAcceso al Club PrivilegioOnboarding personalizadoEspacios recreativos en la oficina', ' Ciclo de vida del desarrollo de software Bases de datos y SQL APIs basadas en SOAP / REST Resolución de problemas Capacidad de autoaprendizaje', ' Jira Confluence']","EUR 50,000 - 70,000",2024-10-31 11:20:43.744790,https://jobleads.com/job/ee29b06dabb635145920d5a21cfd3418d
